6.504955369556347788e-01,4.270046272965218326e-01
7.646552406487999720e-02,3.796784387318710152e-01
5.496336268432830963e-01,8.542524092881094155e-01
6.450615774074861530e-01,1.811199230257132253e-02
2.464091159906252604e-01,7.051487117198805832e-01
8.815550211290976712e-01,7.246303443925903309e-01
8.250444472739495438e-01,2.194562127698833631e-01
3.346536665201606531e-01,1.164241085754362248e-01
3.793463707321247380e-01,4.276956326641698780e-01
2.051209090681571645e-02,9.317196429424134951e-01
8.863807868894417741e-01,4.702364897740525795e-01
1.371489675591321400e-01,7.004592506103918259e-02
7.821257322230306119e-01,8.731815696035878371e-01
5.486102204991647469e-01,6.400643076939611653e-01
2.148909790909486750e-02,7.132414468259788976e-01
1.919709872343225987e-01,8.449114161367494713e-01
5.437316149720909930e-01,2.017027158033923295e-01
4.055587272601911542e-01,8.404792551977682269e-01
8.484909566786912327e-01,1.111245701829630117e-01
8.735930243012328678e-01,9.106249633722218739e-01
1.080691064341565144e-01,5.498556840154558145e-01
6.716542174803915577e-01,5.459761147073796117e-01
7.085726565127199450e-01,6.903198019145513342e-01
2.105177741893837773e-01,2.802842693561875542e-01
4.266957572550852951e-01,6.312646832597431645e-01
9.100268799883919346e-01,2.457458228742541717e-01
2.322302211049194209e-01,5.242471887996222879e-01
6.360898803997112605e-01,9.814883466853525640e-01
5.385662033521011471e-01,2.746630086237391577e-01
4.555285880152661337e-01,6.724171392937700054e-02
4.245945230137488924e-01,4.938852425126893930e-01
2.117745322540547370e-01,9.450218716453939738e-01
1.243560507380120361e-02,1.876143058514324058e-01
9.808209552057982616e-01,4.747856085924113123e-01
8.627439135122918490e-01,5.876073030307265022e-01
6.760474289700411088e-01,2.608965420017469450e-01
4.563501252565144717e-01,9.803735447360117927e-01
9.456659718031708017e-01,1.287477335833820402e-01
3.046054155877661040e-01,2.356741362425379127e-01
7.111503756185936220e-01,1.234929225150216969e-01
5.996328880081164270e-01,7.393487989281479766e-01
8.661785811767181986e-01,3.839768942358905979e-01
5.339074855992541613e-01,3.792224579767344839e-01
9.639567150142438479e-01,3.637020524590214299e-01
4.557924990221647876e-01,3.454054926376421975e-01
1.326222932357480899e-01,1.857559497826316575e-01
2.271833191733300117e-01,4.411293799710470087e-01
7.469944180829635183e-02,7.694089755771905681e-01
6.735211171709153399e-01,8.477563944351744762e-01
2.630599911268288738e-01,3.840783118593399381e-02
3.218574262834507094e-01,5.775764634466493685e-01
3.387543251079441209e-01,6.750843393507790502e-01
9.733793043747247520e-01,8.962078899628660444e-01
2.271012326771826295e-02,4.597460470286183765e-01
7.619165313806477435e-01,3.678432343618918132e-01
9.211993373878111235e-01,5.554567355573830634e-02
3.116131042116573879e-01,8.769712251016716920e-01
9.799772167250437871e-01,5.581100576720685602e-01
5.588214507962533384e-01,5.146081900129544362e-01
3.831837891091893766e-01,2.651350664511747945e-02
8.188340541762275659e-01,7.847165679393892646e-01
7.598304053234123945e-01,1.102167928134900610e-02
2.558918641330300003e-01,1.500625047127623346e-01
4.276874668695742066e-01,7.214483810002394470e-01
8.681858945428555518e-02,9.288201150792655403e-01
7.472558203932194720e-01,9.723872665236759083e-01
2.167062505859795873e-02,3.148593299368726006e-01
8.026309762642103163e-01,4.832918751543360258e-01
7.180769186390112413e-02,1.070486416754263814e-01
6.045434218204588372e-01,1.496250656772030729e-01
3.909156622600994391e-01,1.998622240663472938e-01
2.129777333155435937e-02,6.018136662125197489e-01
5.134250157422749483e-01,7.856709675238079393e-01
3.184989056291694931e-01,3.622046212844084456e-01
3.356683007554141507e-01,7.737680312172091623e-01
5.047894960549021981e-01,2.125073032959456931e-02
3.231503962247438411e-01,9.694973280570027274e-01
1.358825114936069167e-01,6.203875212781913007e-01
2.298295038700256532e-01,6.257101366327157965e-01
5.300634154908758777e-01,9.313038355643501465e-01
6.330189325390254140e-01,8.605630381256290651e-01
9.676789638123152182e-01,8.115402862282841134e-01
9.792079044108983332e-01,6.939378745561218809e-01
6.635245497909236789e-02,1.884633584125267047e-02
8.413293549286462447e-01,7.030526454406564874e-01
1.463597590747545696e-01,7.349080804058416572e-01
9.053717358217926447e-01,9.861723538252336052e-01
4.560054189291364857e-01,5.604617601116439474e-01
6.715952799640682036e-01,6.026410425101247359e-01
6.913878623294283932e-01,7.398472699317488743e-01
7.305131321727242888e-01,2.425372002881041600e-01
7.649955828385796019e-01,2.899073239065996788e-01
7.013335717536656189e-02,6.746033529347861268e-01
7.850924687261162660e-01,6.514195327096838906e-01
6.169285229589585029e-01,3.494825635469513969e-01
1.975530064827074606e-02,8.052419271613230345e-01
9.353462071279121659e-01,3.211526463728336944e-01
2.423687058650622062e-01,2.345413133536315420e-01
8.266585693177863625e-01,3.080827335821730295e-01
5.481086716900599454e-01,5.625699582087581030e-01
1.152982549880772201e-01,8.913345458559196466e-01
9.241942096635000770e-01,8.519071649505158828e-01
1.355123464615770046e-01,3.098962717078438400e-01
6.421533700562984670e-01,2.192245515364951158e-01
4.213793466848321789e-01,2.558090590890473859e-01
3.068826380679843258e-01,3.060941020094275489e-01
1.480924534152174843e-01,9.336067747518796978e-01
5.426664388690659591e-01,1.109109445702854968e-01
5.371213934869961681e-01,6.798271834176161654e-01
2.940953997156278699e-01,6.757215803671580145e-01
8.616989591811674565e-01,9.799333538242036568e-01
3.374447870691631435e-01,4.518592469133559941e-01
1.271094749549075975e-01,4.489008744493594438e-01
4.761095716617693707e-01,4.750684806606483290e-01
2.775993956336745838e-01,8.274008886386308159e-01
2.833371324234209010e-01,3.963960444873577682e-01
3.868344325740628586e-01,5.913347137741755688e-01
7.588144568903458786e-01,5.749140950114765003e-01
9.763596110979246845e-01,2.339008844777791252e-01
4.368392264472529263e-01,2.067695649327335738e-01
1.443112866634682634e-02,5.070638867939732952e-01
3.963110968439025328e-01,8.993012767332365653e-01
9.741978159196293952e-01,5.942653155088201133e-02
